ensembl_gene_id	uniprot_swissprot
W04C9.1	
C10H11.6	
Y95D11A.3	
F25D7.5	
T04D3.4	
T04D3.4	GCY35_CAEEL
F56H6.13	
ZK973.1	
T28F2.7	
ZK484.4	
F32B4.4	
Y95B8A.5	GPA16_CAEEL
W02A11.3	
F52B5.2	
Y71G12B.35	
Y65B4A.3	
C43E11.4	
F21C3.5	PFD6_CAEEL
W09C5.11	
ZC581.2	
T05F1.4	
F15D3.7	
F56C11.6	
D2092.1	
T22A3.12	
F30A10.6	
F56G4.7	
F11A6.2	
Y20F4.2	
T05F1.11	
M05B5.5	
F55A12.9	
W03G9.3	
Y67A6A.1	
F58D5.6	
Y52B11C.1	
Y105E8A.10	
C53H9.1	RL27_CAEEL
R06C1.3	
F48C1.2	
C41D11.4	
C27A12.10	
C34B2.7	
T28B8.6	
K03E5.3	
T19B4.1	AMDL_CAEEL
Y110A7A.16	
T08B2.5	
T01G9.3	
C55B7.1	GLH2_CAEEL
T23H4.1	
K08C9.10	
Y48G8AL.5	
Y105E8A.32	
Y18D10A.23	
C25A1.5	
Y71G12B.16	
F47G4.2	
K06A5.2	
T02E1.2	
C50F2.7	
F02E9.10	
F36A2.4	
B0261.4	
F53F10.3	MPC1_CAEEL
F58D5.1	
C31H5.3	
C36B1.7	DYR_CAEEL
C12C8.2	
C36B1.8	
C36B1.8	GLS1_CAEEL
C24A11.8	
Y39G10AL.1	
T02G6.5	
F46F11.2	
C47F8.5	
M05B5.6	
Y105E8B.6	
F28C12.7	SRA22_CAEEL
Y110A7A.21	
C24G7.1	
F47B3.1	
Y53C10A.9	
W02D3.10	
T15D6.3	
F32H2.3	SPD2_CAEEL
Y6B3B.3	
W04A4.4	
T28F2.1	
T23H2.4	
Y92H12BR.3	
Y92H12BR.3	Y92H3_CAEEL
B0205.5	
Y47H9C.10	
F46A9.3	
Y48G10A.4	
D2030.11	
DY3.5	
F25H5.5	
D1007.13	
K10C3.4	
C41G7.3	
F36A2.2	
Y71G12B.9	
ZK39.3	
E01A2.2	SRRT_CAEEL
E01A2.2	
Y71F9B.1	
H05L14.2	
K11D2.3	AP1M_CAEEL
K11D2.3	
Y106G6G.1	
ZC328.4	
Y54E5B.3	MED7_CAEEL
Y54E5B.3	
F17B5.2	
ZK524.4	
M01E11.1	
T09E11.7	
F25H5.10	
F31C3.1	CYP5_CAEEL
Y18D10A.12	
Y65B4BR.1	
ZK858.3	CLC91_CAEEL
W01B11.6	
F27C1.3	
W02A11.1	
Y71F9B.9	
F21F3.5	ACH5_CAEEL
T09B4.3	
C01G8.5	
C06A5.3	
Y54E10A.11	LTN1_CAEEL
H06O01.1	
K09H9.9	
F55H12.7	
C17E4.4	
W03D8.8	
R05D11.1	
C55B7.8	DBR1_CAEEL
F43G9.5	
C46H11.7	
F17B5.5	
C15A11.3	SOL1_CAEEL
Y37F4.7	
D2030.1	
R05D11.5	
K05C4.2	JAGN_CAEEL
Y92H12A.4	
F09C3.3	
C30F12.7	
Y52B11A.19	
K06A5.3	
Y54E10BL.3	
C48E7.1	
ZK39.2	
Y63D3A.4	TYDP2_CAEEL
W05H12.4	
D1037.3	
F26H9.2	
C10G11.8	
F11A6.15	
F36F2.1	
Y48G8AL.14	
Y105E8A.7	
K08C9.5	
W03G9.8	
F57B10.4	
Y71A12B.8	
C37A5.11	
B0205.13	
F30A10.15	
K07A1.4	
T25G3.3	
C35E7.8	
ZK858.7	
Y106G6H.3	
F30A10.12	
T22A3.2	
ZK265.6	NOP16_CAEEL
K07A1.10	
Y106G6H.4	
F59C6.6	
F26E4.3	YCF2E_CAEEL
F25H2.12	
W01B11.2	
Y52B11A.12	
T03F1.10	
Y6B3B.5	
Y48G1BL.1	
F10G8.7	
W05F2.3	
R05D7.3	
Y71G12B.5	
F56A6.5	
Y47H9C.2	
T26E3.6	
Y71G12B.20	
Y71G12B.20	SEM2A_CAEEL
Y54E10A.16	
Y105E8B.9	
Y53C10A.15	
F33D11.9	
C32F10.2	
Y37E3.11	
F43G9.9	
C55C2.4	
F53G12.3	
M04C9.4	
C18E3.9	
C01H6.9	
Y110A7A.4	
F55F8.9	
C41G7.2	
F33H2.6	
Y48G1C.5	
Y47G6A.28	
C18E3.3	
F22D6.12	
C01A2.3	
C43H8.2	
T02G6.4	
F28B3.1	
Y87G2A.11	
F27D4.6	
B0041.6	
B0041.6	PTPS_CAEEL
C03D6.6	
F31C3.4	
Y52B11A.20	
F32H2.11	
ZK909.5	
Y73E7A.9	
Y71A12B.3	
Y87G2A.7	
F55F8.6	
C49A1.1	
B0207.11	
W02D9.8	
C53D5.3	
Y40B1B.5	
T23D8.4	EIF3C_CAEEL
F59A3.9	
F56H6.6	
T01G9.2	U183_CAEEL
T01G9.2	
T01H8.1	
T01H8.1	KS6A1_CAEEL
C37A5.4	
K05C4.10	
C43E11.8	
T04D1.4	
T22C1.6	
D1081.4	
F22G12.5	
T24D1.3	
E03H4.3	
M01A10.2	
W03D8.10	
B0019.1	
F26A3.6	
C04F12.12	
K05C4.5	
F56F4.4	
W09C3.8	
F26A3.5	
F18C12.3	
Y18H1A.7	
C31H5.6	
F41D3.2	
T22C1.12	
T07D10.1	
C26C6.2	GNAO_CAEEL
F30F8.5	
F02E9.7	
Y54E10A.14	
F36F2.8	
C35E7.6	
C10H11.9	ROCK_CAEEL
T08B2.8	RM23_CAEEL
Y23H5B.12	
T06G6.7	
B0511.3	
F35E2.5	
K04G2.12	
C55B7.2	GLY2_CAEEL
F57C9.1	
F57C9.1	PDXK_CAEEL
F14B6.5	
B0205.11	
D1007.5	
C37A2.8	
C17F3.3	
F52F12.4	
C48B6.4	
Y110A7A.18	
F27D4.4	
F27D4.4	ZC3HF_CAEEL
F57C9.3	
C37A5.5	
W04A8.5	
C34B7.2	
T07D10.3	
C03D6.1	
F36D1.1	
M05B5.2	
Y54E10A.9	
W04A8.9	
Y53H1C.1	
C48E7.11	
Y71F9AL.4	
ZK1225.4	
C17H1.3	
W09C5.7	
T28F4.6	
K07A12.2	
F15D3.8	
Y71F9AM.5	
Y71F9AM.5	NXT1_CAEEL
Y95B8A.6	
C17H1.6	
T23B3.1	
Y119C1B.9	
W09C5.2	
C54C8.11	
C32E12.4	
Y47G6A.22	
C48B6.9	
T05F1.10	
Y92H12BR.7	
Y26D4A.8	
K09H9.5	
W01A8.4	
F35E2.9	
T27F6.10	
ZK993.2	
C49G9.1	
F46F11.6	
F56C11.2	
R06A10.4	
F46A8.8	
R05D7.2	
F15D3.1	
F15D3.1	DMD_CAEEL
K11B4.2	MF2NB_CAEEL
C50F2.1	
R119.2	
W02D3.1	
M01E5.3	
K06A5.6	
C49A1.6	
Y105E8A.16	
Y71F9B.16	
T22E7.2	
F39B2.11	MTX1_CAEEL
C47F8.8	
C25A1.9	
Y37E3.4	
Y54E5A.6	
DY3.6	
C45E1.5	
F13G3.6	
C06A5.6	
F55D12.4	
F54C1.6	
Y23H5B.7	
R12E2.3	
F10G8.4	
Y52B11A.9	
C47B2.7	
Y44E3A.3	
E03H4.10	
F26E4.8	
T09B4.8	
Y71A12B.2	
Y76G2A.1	
C04F12.3	
Y105E8A.24	
F32H2.7	
F36D1.14	
K02A11.1	
T28F2.6	
F59C6.18	
Y51F10.4	
C41D11.8	NUCG_CAEEL
B0379.7	
R06C7.3	DHP1_CAEEL
C54G4.6	
C47F8.1	
W06D4.1	HGD_CAEEL
F26B1.7	
F14B4.2	
Y20F4.4	
T27A3.5	
ZK265.3	
W09G3.2	
Y26D4A.5	
F56A3.5	
F27C1.1	
Y48G1A.1	
Y34D9A.6	
C32E8.10	
C32E8.10	PICA_CAEEL
T06A4.1	
M01E5.5	
M01E5.5	TOP1_CAEEL
R09B3.5	MGN_CAEEL
F27C1.8	DPY5_CAEEL
Y54E10BR.4	
W08E3.1	RSMB_CAEEL
Y95D11A.1	
K10D3.1	
F26E4.11	HRDL1_CAEEL
T27F6.8	
Y71A12B.12	
C36B1.4	PSA7_CAEEL
D1007.9	
C26C6.8	
Y52B11A.1	
E01A2.6	
F45H11.6	
F56H6.9	
Y65B4BR.5	NACA_CAEEL
Y65B4BR.5	
T23G11.4	
F23C8.11	
C10G11.10	
C55B7.5	
Y54E10A.4	
T26E3.4	
T12F5.4	LIN59_CAEEL
Y48G1BL.6	
T10E9.3	
Y92H12BL.2	
H27M09.1	
C32F10.8	
K07G5.3	
F42H11.2	
T03F1.6	
F22D6.2	
W09C3.4	RPC6_CAEEL
Y39G10AR.6	
F30A10.1	
F55A12.4	
Y48G8AL.1	
F08A8.3	
M04F3.2	
Y40B1B.8	
Y106G6D.7	
D2030.8	
F20G4.2	
F21F3.1	PAL_CAEEL
D1081.12	
Y119C1A.1	
Y92H12BM.1	
F33E2.4	
B0205.2	
Y71F9AL.14	
F07A5.4	
Y71G12B.14	
T06G6.3	
K07A3.3	
Y106G6H.13	
B0261.9	
T05E8.1	
F23C8.9	TIPIN_CAEEL
B0207.8	
Y54E10BR.2	
T06D10.2	
F56G4.3	
Y51F10.11	
DY3.1	TIM13_CAEEL
C54C8.6	
R12E2.11	
K07A1.13	
Y105E8B.2	
C50F2.8	
F39H2.4	
Y105E8A.8	
F28B3.7	
F16C3.2	
Y71G12B.31	
Y47H9C.1	
E02D9.1	
F43G9.12	
T10B11.3	
ZC434.4	RRP7_CAEEL
C48E7.8	
D2030.6	
F37F2.2	SRP19_CAEEL
C44E4.1	
H31G24.1	
Y65B4BR.8	
F13G3.1	
F52F12.7	
F52F12.7	YX7O_CAEEL
Y18H1A.2	
K12C11.5	
ZK1025.9	
T02E1.7	YFC7_CAEEL
Y119C1B.5	
T19B4.2	
Y106G6H.1	
T23B3.3	
B0511.4	
F47G4.3	
Y47H10A.5	
Y73E7A.4	CPLX1_CAEEL
K04F10.7	
F53G12.8	
F52F12.5	
T02E1.3	
F26B1.1	
Y47G6A.8	FEN1_CAEEL
T28B8.5	
F18C12.1	DYHC2_CAEEL
F14B6.4	
F45H11.1	
C46H11.10	
C37A5.1	
F27D4.2	
W05B5.3	NHR85_CAEEL
W05B5.3	
Y87G2A.10	VPS28_CAEEL
F59A3.6	
Y54E5A.2	
F47G4.7	DCAM_CAEEL
ZK1025.10	
F36F2.7	
T28B8.2	
C46H11.1	
C16C2.2	
F25F8.2	GLUCB_CAEEL
T10E9.8	
Y87G2A.4	
Y106G6E.4	MTHFS_CAEEL
Y48G1BM.6	
F39H11.5	
F57B10.12	MEI2_CAEEL
C53H9.2	
F37D6.2	
F36F2.5	
C06A5.4	
ZK1053.6	
T15D6.8	
F53B6.4	
T09E11.10	
R119.5	
ZK973.10	
D1007.18	
C26C6.1	
F54C1.1	
F15H9.4	
K07G5.5	
ZC123.3	
T15D6.7	
K04G2.2	
F39B2.3	
Y47G6A.6	
Y105E8A.22	EXC4_CAEEL
Y47G6A.19	
Y6B3B.4	
F25H2.11	TCTP_CAEEL
F56H1.6	
F21F3.6	
W04G5.5	
T23G11.2	
F25H5.4	
F25H5.4	EF2_CAEEL
F28B3.4	
F46A9.4	
K05C4.6	HMP2_CAEEL
Y44E3A.1	
H31B20.2	
Y71F9AL.12	
F59A3.5	
R12E2.10	
F33H2.3	AN321_CAEEL
C47B2.5	IF6_CAEEL
Y39G10AR.3	
D1081.2	
Y53C10A.5	
W02D3.4	
K10D3.3	
Y110A7A.8	
F26A3.2	
F26A3.2	NCBP2_CAEEL
F55H12.4	
R06C7.9	
C09H6.1	
C09H6.1	SPR4_CAEEL
T22C1.10	RBGPR_CAEEL
T22C1.10	
F40E3.7	
C27A12.7	
F59A3.12	
F49D11.8	
ZK265.5	
F28C12.1	SRA17_CAEEL
T21E12.5	
F28H1.1	
C34B2.6	LONM_CAEEL
F26A3.1	
H26D21.1	
Y71A12C.2	
F33D11.4	HM12_CAEEL
F16D3.6	
B0511.10	EIF3E_CAEEL
M04F3.5	
F29D10.3	
F26E4.6	
Y48G1C.6	
Y73E7A.5	
C01H6.3	
W03D8.1	
Y48G1C.1	
C35E7.2	
Y6B3B.9	
C15C6.4	
Y34D9A.8	
Y23H5A.2	
T05F1.3	RS19_CAEEL
B0261.6	
W05F2.8	
F36H2.6	
D2030.5	
F56H6.7	
Y39G10AR.21	
M04C7.4	
F36A2.11	
C43E11.10	
F30A10.11	
ZC434.3	
ZC328.2	
Y39G10AR.10	EPG2_CAEEL
B0414.3	H15_CAEEL
F54A5.3	
F53F10.2	
B0205.4	
T05F1.6	
F54C1.9	
F22D6.4	NDUS6_CAEEL
R06A10.2	
ZK1225.1	
F33E2.10	
Y37H9A.1	
Y47G6A.1	
W09G3.6	
C54C8.1	NH169_CAEEL
C01A2.5	
F28B3.5	
K07G5.2	
T21G5.5	
Y47G6A.14	
T21E3.1	
C36F7.1	IRX_CAEEL
C10H11.10	
C32F10.6	NHR2_CAEEL
Y63D3A.5	
K02B12.8	
F56G4.5	NGLY1_CAEEL
ZK973.2	
W05F2.5	
Y47G6A.33	
T22C1.2	
C36B1.9	
C50F2.4	
T23D8.3	LTV1_CAEEL
Y54E5A.8	
F44F1.3	
W03F11.2	
Y71G12A.2	
F56H1.1	
Y71F9B.5	
C32E8.1	
W04C9.5	
K02F2.6	
Y18D10A.7	
F22D6.8	
F30F8.8	
C24A11.9	
Y47G6A.31	
F13G3.3	YSNK_CAEEL
F13G3.3	
W10C8.4	
Y71F9AL.7	
Y39G10AR.17	
ZK909.2	
ZK909.2	KAPC_CAEEL
B0205.8	
Y37E3.17	
F12B6.2	
Y37F4.5	
Y65B4BL.1	
Y54E10BL.5	
ZC334.12	
Y18H1A.13	
C11D9.1	
Y71F9B.8	
T08B2.3	
Y53H1B.4	
Y71F9AL.8	
F32A7.8	
DY3.8	
T23D8.8	CFI1_CAEEL
F58D5.9	
F13G3.12	
T09B4.4	
F52B5.7	
T01G9.4	
F10D11.4	
Y18H1A.3	
Y18D10A.17	
W10D5.1	
F27C1.11	
Y110A7A.20	
Y18D10A.22	
Y92H12A.3	
D1007.15	
C31H5.4	
C10G11.6	
Y48G8AL.11	
R06C1.2	
Y71G12B.8	
K04H8.3	
H15N14.1	
F08A10.1	
W02D3.11	
Y71G12B.15	
F47B3.2	
K07A1.15	
F32H2.2	MED31_CAEEL
T09B4.1	
F32B5.6	
F27D4.8	
M01A10.1	
ZK484.3	
Y105E8A.11	
Y47H9C.7	
T09E11.6	
Y71F9B.13	
C41D11.3	
C45E1.4	
Y71G12B.10	
T05E7.4	
Y40B1B.7	
T22A3.3	
Y23H5B.3	
F39H2.3	
F22G12.1	
D1007.12	RL24_CAEEL
T15D6.2	
K07A1.1	
C43E11.3	
T04D1.2	
C47F8.6	
F25H2.6	
T23H2.1	
T02G6.6	
C30F12.5	
Y106G6G.2	
K11D2.4	
C48E7.6	
F37E3.2	
T28F4.3	
Y95B8A.2	
T20F5.8	
C30F8.4	
F55D12.1	
Y39G10AL.3	
C25A1.13	
F52A8.6	KBRAS_CAEEL
F52A8.6	
Y37F4.1	
K07A12.7	RT15_CAEEL
Y74C9A.3	NTM1_CAEEL
D1007.6	
C15A11.4	
W04A4.3	
F48C1.1	
B0414.6	GLH3_CAEEL
C34G6.6	
R11A5.1	
C10H11.5	
Y106G6H.8	
Y92H12BR.2	
F17B5.1	
T10B11.2	
K05C4.1	
C01G8.4	
R10A10.2	
Y54E10BL.1	
F36A2.3	
Y92H12BL.4	
T27A3.1	
T05E7.1	
Y54E5B.2	
Y54E10BR.7	
W03F11.6	
C55B7.12	
C55B7.12	CHE1_CAEEL
C45G3.4	
T22C1.8	
F56C11.5	
C54C8.5	
C55B7.10	
F43G9.1	IDH3A_CAEEL
F49B2.2	
Y52B11A.7	
F36D1.3	
Y47D9A.3	
Y65B4BL.7	
VF36H2L.1	APH1_CAEEL
F07A5.3	
F55A3.6	
W02D9.3	
ZK337.1	
F57B10.5	
B0041.3	
Y105E8B.7	
C17H1.14	
H37N21.1	
F14B4.3	
R12E2.15	
F53B6.7	
F53F10.1	
F39B2.5	
W04A8.6	
F56H1.3	
ZK1025.2	
D1081.9	
Y65B4A.4	
F17B5.8	
T08B2.10	RS17_CAEEL
Y18D10A.26	
F52A8.2	GBB2_CAEEL
F23C8.3	
C09D1.1	
C09D1.1	UNC89_CAEEL
C36B1.10	
T23G11.7	
T03F1.1	UBA5_CAEEL
F21C3.4	
Y87G2A.17	
B0207.12	
C25A1.16	
F30F8.10	
Y47G6A.12	
C25A1.2	
K04F10.3	
C18E3.7	
ZC581.1	
C41G7.4	
T05F1.13	
F13G3.7	
C54G4.3	
F28B3.10	
Y37E3.5	
Y18D10A.2	
ZC247.3	LIN11_CAEEL
F52B5.1	
T28F2.4	
T28F2.4	NO66_CAEEL
F11A6.1	
Y53H1A.5	
T27F6.5	
F55F8.4	
Y71G12B.26	
D2005.2	
F26H9.7	
C24G7.2	
T26E3.3	PAR6_CAEEL
T26E3.3	
F21C3.7	
F32B5.1	
T27C10.1	
F49D11.3	
C27A12.4	
F48A9.1	
C06A5.11	SIR24_CAEEL
F55F8.3	PWP2_CAEEL
K12C11.1	
F56H1.2	
F41D3.4	
F08A8.4	
F49B2.7	
H27M09.2	RPAB1_CAEEL
M01D7.5	
Y47H9B.2	
H28O16.2	
W09G3.7	
F16D3.2	
F56A6.4	
W09C5.1	
Y87G2A.1	
C17D12.7	
C01G8.3	
D1081.3	
ZC334.13	
F49D11.4	
T22C1.11	
C17E4.10	
F26E4.10	RNC_CAEEL
F26E4.10	
Y53H1C.3	
C10H11.8	
T10E9.4	
M05B5.3	
Y53H1C.2	
C49A1.2	
F57C9.2	
T03F1.7	TFB1M_CAEEL
F26A3.7	YUBO_CAEEL
Y87G2A.8	
C34B7.1	
W06D4.2	
Y71A12B.4	
F54A5.1	
W02D9.7	
T22C1.5	
Y71G12A.4	
Y105E8B.8	
Y105E8B.8	ERO1_CAEEL
W02A11.4	SAE2_CAEEL
F22D6.3	SYNC_CAEEL
C43E11.2	
Y106G6D.2	
R119.4	
F14B6.6	
Y34D9A.2	
C37A2.4	
C37A2.4	CCNE_CAEEL
W09G3.1	
C34B2.4	
ZK39.5	
T28F4.5	
M05B5.7	
W02D3.9	UNC37_CAEEL
B0207.3	GPA14_CAEEL
B0207.3	
F33E2.5	
F41D3.3	
T24D1.2	
T07D10.2	
C34G6.3	
W09C5.8	
F59A3.2	
C26C6.5	
Y48G8AL.16	
Y119C1B.8	
Y47G6A.15	
Y47H10A.2	
C17H1.7	
B0511.1	
K02B12.1	HM06_CAEEL
F28B3.9	
F55H12.2	
F18C12.2	
F46A8.3	
Y105E8A.4	
R12E2.14	
T06G6.12	
C48B6.6	
C48B6.6	SMG1_CAEEL
T06G6.4	
M01G12.6	
F55F8.8	
C47B2.1	
W09C3.3	
T23H2.5	
F11C3.3	
C01A2.2	
F57B10.14	
F37D6.4	
F43G9.8	
T23D8.5	H4_CAEEL
Y71F9B.2	TAM41_CAEEL
F57C9.4	
DY3.4	
Y71A12B.24	
F15D3.9	
Y71F9AL.2	
Y63D3A.2	
T08B2.15	
Y106G6E.1	
Y51F10.7	
D1007.2	
ZC581.9	
H32K16.2	
Y105E8A.9	
F41D3.10	
T20F5.4	
ZK849.6	
Y8G1A.2	
C49G9.2	
F48C1.9	
F32H2.12	
F36H2.2	
B0041.11	
Y106G6H.5	
F48A9.2	
T19B4.5	
F22D6.1	
Y8G1A.1	
K07A1.5	
Y110A7A.10	
C17E4.1	
ZK524.3	
Y105E8A.26	
F21F3.3	
R06A10.3	
F27D4.7	
ZK265.9	FITM_CAEEL
F58H10.1	
Y71G12B.30	
Y54E10A.17	
E01A2.3	
E01A2.3	LIN44_CAEEL
K08C9.6	
Y71F9AL.13	
Y71F9AL.13	RL10A_CAEEL
Y54E10BL.4	
K05C4.3	
F25H2.5	
Y47G6A.26	
Y87G2A.18	
F59C6.5	
Y71G12B.25	
T08G11.5	ACH2_CAEEL
F46F11.3	TAG83_CAEEL
C46H11.8	
ZK337.4	
D1037.2	
K09H9.6	
F30A10.14	
Y37E3.10	
W03G9.7	
B0205.14	
C24A11.5	
Y20F4.8	
F25H5.1	
K10C3.3	
C35E7.7	
C35E7.5	
C55C2.5	
Y48G8AL.13	
F21F3.2	
F15H9.3	
C17E4.19	
ZC308.4	
Y54E10A.15	
R05D7.4	
T22H2.5	
C32E8.5	
K10D3.4	
T05E7.5	
C34B2.11	
Y40B1A.1	
M01D7.6	EMR1_CAEEL
F32A7.4	
ZK39.7	
R11A5.2	
T26E3.7	
Y71A12B.17	
C27C7.3	
F56F4.9	
F53G12.4	
T04D3.3	
T04D3.3	PDE1_CAEEL
Y87G2A.20	
C18E3.8	HOP1_CAEEL
F53G12.11	
Y48G1C.2	
F10G8.8	
F22D6.11	
F59A3.1	
F39B2.6	RS26_CAEEL
F26E4.2	
F47B3.5	
C09D4.6	
M04C9.3	
Y37F4.8	
Y74C10AR.2	
F36A2.6	RS15_CAEEL
C32F10.1	
ZK909.4	CES2_CAEEL
Y39G10AR.15	
K02F2.2	SAHH_CAEEL
C01A2.9	
C27C7.5	
K08C9.7	
W05F2.4	
Y63D3A.7	
F25H2.13	RTEL1_CAEEL
Y53C10A.12	
Y71G12B.21	
T03F1.11	
F30A10.5	
K02A11.3	ENDOU_CAEEL
T09E11.9	
T26E3.5	
C03D6.5	ASF1L_CAEEL
Y71A12B.10	
Y37E3.7	RLA1_CAEEL
Y71F9AR.2	
B0414.7	
Y48G10A.1	
F37F2.3	
F56F4.5	PEPT3_CAEEL
R119.1	
T19A6.3	NEPR1_CAEEL
T19A6.3	
E03H4.5	
F59C6.2	
M04D5.3	
ZC328.5	
F55A3.5	
C10G11.2	
C45E1.1	
C45E1.1	NHR64_CAEEL
C17D12.3	
T10B11.8	
H15N14.2	
H15N14.2	NSF_CAEEL
Y18H1A.14	
F02E9.2	
F02E9.2	LIN28_CAEEL
W09C5.12	
T02G6.1	
Y92H12BR.6	
F56H6.3	
C47F8.3	
Y106G6A.2	
C43E11.7	NDX7_CAEEL
F56H6.12	
Y47H9A.1	
Y52B11A.2	
Y52B11A.2	IMPCT_CAEEL
K07A3.2	
Y105E8B.1	
Y105E8B.1	TPM3_CAEEL
Y105E8B.1	TPM1_CAEEL
Y71G12B.13	
C41D11.2	EIF3H_CAEEL
K04G2.6	
W01B11.5	
Y37E3.13	
E01A2.7	
T05E8.2	
C17H1.10	
D1081.11	
C26C6.7	
Y48G1BL.7	
Y54E10A.3	
C36B1.5	
Y87G2A.14	NDX8_CAEEL
F27C1.4	
Y48G8AL.8	
Y48G8AL.8	RL17_CAEEL
ZK1025.7	
T08B2.9	
Y39G10AR.7	
T25G3.2	
F55D12.5	
Y71F9B.4	RUXG_CAEEL
Y51F10.10	
Y54E10BR.1	
F08A8.5	
F25H5.8	
Y48G1A.4	
F13G3.2	
K07A12.3	ATPL1_CAEEL
F58D5.3	
Y48G1BM.7	
ZK973.8	
Y87G2A.19	
B0205.1	
F28B3.6	
Y47G6A.2	
B0207.9	
F55A12.5	
ZK484.6	
